lang,lang_group,model_id,model_family,treebank,split,deprel,layer,head,direction,mean_attention,std_attention,n_arcs
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,9,head_to_dep,0.02056606877176166,0.06147012780124019,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,9,dep_to_head,0.10542716404197482,0.2069169124581,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,10,head_to_dep,0.005544727821655423,0.01337130005412477,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,10,dep_to_head,0.009110479376556414,0.01650072611193498,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,11,head_to_dep,0.2603409170341039,0.3947620340490407,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,11,dep_to_head,0.022065348013420846,0.13224394820670082,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,12,head_to_dep,0.015202314175316655,0.018464630672175242,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,6,12,dep_to_head,0.015456087725845712,0.014852255861077988,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,1,head_to_dep,0.01933464528586232,0.06436479510829976,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,1,dep_to_head,0.030356978325129798,0.06258311091257514,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,2,head_to_dep,0.0017524908972510304,0.004416186819036104,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,2,dep_to_head,0.006234792042328836,0.02518495019347408,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,3,head_to_dep,0.006901091894706694,0.015665044250801098,1115
pt,romanico,neuralmind/bert-base-portuguese-cased,manual,UD_Portuguese-Bosque,test,nsubj,7,3,dep_to_head,0.003486520196497316,0.02302166913102951,1115
